Time	Modem-Sleep	Light-Sleep
31.333333	22.603000	1.510000
31.666667	20.902000	1.798000
32.000000	21.620000	1.749000
32.333333	18.715000	1.722000
32.666667	22.076000	2.161000
33.000000	20.788000	1.763000
33.333333	20.604000	1.490000
33.666667	20.670000	1.702000
34.000000	20.535000	1.829000
34.333333	22.282000	1.797000
34.666667	21.732000	1.441000
35.000000	21.392000	2.035000
35.333333	20.007000	1.819000
35.666667	21.449000	1.490000
36.000000	21.441000	1.561000
36.333333	20.890000	1.662000
36.666667	20.259000	1.713000
37.000000	20.208000	1.607000
37.333333	20.436000	1.943000
37.666667	21.734000	2.009000
38.000000	20.693000	1.803000
38.333333	21.962000	1.604000
38.666667	61.621000	1.476000
39.000000	62.345000	1.595000
39.333333	62.538000	1.507000
39.666667	60.134000	1.782000
40.000000	61.365000	1.608000
40.333333	62.504000	1.779000
40.666667	60.258000	1.562000
41.000000	61.531000	1.630000
41.333333	62.675000	1.529000
41.666667	21.717000	1.529000
42.000000	21.056000	1.724000
42.333333	20.177000	1.890000
42.666667	22.325000	1.984000
43.000000	21.574000	1.825000
43.333333	21.126000	1.782000
43.666667	20.881000	1.855000
44.000000	19.507000	1.751000
44.333333	21.461000	1.966000
44.666667	22.976000	1.421000
45.000000	21.640000	1.578000
45.333333	19.438000	1.701000
45.666667	20.167000	1.665000
46.000000	19.294000	1.853000
46.333333	20.191000	1.599000
46.666667	20.875000	1.709000
47.000000	20.787000	1.633000
47.333333	21.939000	1.880000
47.666667	21.724000	1.614000
48.000000	22.631000	1.703000
48.333333	20.600000	1.581000
48.666667	20.141000	1.795000
49.000000	21.259000	1.697000
49.333333	21.248000	1.598000
49.666667	19.300000	1.674000
50.000000	20.876000	1.580000
50.333333	21.959000	1.628000
50.666667	22.256000	1.852000
51.000000	20.683000	1.839000
51.333333	21.845000	1.870000
51.666667	21.651000	1.720000
52.000000	21.197000	1.632000
52.333333	21.323000	2.081000
52.666667	21.006000	1.601000
53.000000	20.824000	1.730000
53.333333	19.825000	1.399000
53.666667	21.182000	1.584000
54.000000	22.156000	1.742000
54.333333	21.700000	1.946000
54.666667	20.337000	1.778000
55.000000	19.864000	1.932000
55.333333	20.481000	1.511000
55.666667	20.751000	1.979000
56.000000	20.603000	1.976000
56.333333	20.335000	1.692000
56.666667	22.797000	1.921000
57.000000	19.005000	1.757000
57.333333	21.203000	1.656000
57.666667	20.786000	1.588000
58.000000	19.555000	1.807000
58.333333	21.665000	1.718000
58.666667	20.991000	1.630000
59.000000	20.607000	1.747000
59.333333	21.204000	1.873000
59.666667	22.348000	1.540000
60.000000	20.852000	1.618000
60.333333	20.820000	1.434000
60.666667	20.241000	1.994000
61.000000	21.231000	1.470000
61.333333	20.603000	1.712000
61.666667	19.739000	1.805000
62.000000	21.195000	1.831000
62.333333	21.298000	1.420000
62.666667	22.585000	1.744000
63.000000	20.538000	1.809000
63.333333	21.186000	1.915000
63.666667	19.850000	1.892000
64.000000	20.788000	1.725000
64.333333	19.995000	1.815000
64.666667	21.714000	1.852000
65.000000	21.398000	1.543000
65.333333	20.396000	1.457000
65.666667	21.651000	1.479000
66.000000	21.605000	1.758000
66.333333	21.653000	1.669000
66.666667	20.904000	1.535000
67.000000	21.037000	1.311000
67.333333	21.518000	1.867000
67.666667	20.054000	2.145000
68.000000	19.956000	1.681000
68.333333	20.495000	1.527000
68.666667	20.751000	1.775000
69.000000	20.755000	1.497000
69.333333	21.323000	1.677000
69.666667	21.116000	1.945000
70.000000	20.880000	1.529000
70.333333	21.030000	1.709000
70.666667	20.919000	1.469000
71.000000	21.040000	1.531000
71.333333	20.403000	1.578000
71.666667	21.026000	1.768000
72.000000	20.423000	1.725000
72.333333	21.427000	1.705000
72.666667	20.783000	1.841000
73.000000	20.349000	1.953000
73.333333	21.640000	1.921000
73.666667	19.559000	1.612000
74.000000	21.639000	1.887000
74.333333	21.826000	1.657000
74.666667	20.854000	1.789000
75.000000	21.459000	1.700000
75.333333	19.738000	1.949000
75.666667	20.781000	1.445000
76.000000	19.659000	1.972000
76.333333	20.499000	1.569000
76.666667	21.115000	1.855000
77.000000	19.806000	1.948000
77.333333	21.334000	1.577000
77.666667	21.574000	1.640000
78.000000	20.386000	1.465000
78.333333	19.213000	1.890000
78.666667	20.167000	1.950000
79.000000	21.437000	1.887000
79.333333	19.693000	1.926000
79.666667	21.908000	1.910000
80.000000	22.014000	1.714000
80.333333	21.029000	1.644000
80.666667	21.897000	1.757000
81.000000	19.839000	1.752000
81.333333	19.786000	1.595000
81.666667	21.083000	1.530000
82.000000	21.207000	1.555000
82.333333	20.586000	1.619000
82.666667	20.424000	2.160000
83.000000	19.873000	1.776000
83.333333	20.857000	1.703000
83.666667	19.749000	1.418000
84.000000	21.066000	1.897000
84.333333	20.661000	1.784000
84.666667	21.344000	1.597000
85.000000	19.394000	1.765000
85.333333	21.341000	1.650000
85.666667	20.929000	1.653000
86.000000	21.473000	1.807000
86.333333	21.152000	1.676000
86.666667	21.237000	2.049000
87.000000	22.027000	1.586000
87.333333	20.432000	1.495000
87.666667	20.780000	1.585000
88.000000	21.959000	1.575000
88.333333	21.843000	1.661000
88.666667	20.562000	1.526000
89.000000	20.126000	1.733000
89.333333	20.697000	1.572000
89.666667	20.609000	1.601000
90.000000	20.693000	1.497000
90.333333	21.055000	1.771000
90.666667	20.903000	1.890000
91.000000	21.060000	1.754000
91.333333	20.900000	1.624000
91.666667	21.607000	1.760000
92.000000	21.284000	1.616000
92.333333	21.926000	1.839000
92.666667	20.004000	1.704000
93.000000	21.056000	1.719000
93.333333	21.841000	1.929000
93.666667	22.990000	1.878000
94.000000	21.460000	1.765000
94.333333	22.577000	1.911000
94.666667	21.629000	1.672000
95.000000	22.477000	1.184000
95.333333	21.090000	1.914000
95.666667	18.661000	1.651000
96.000000	21.019000	1.605000
96.333333	20.594000	1.510000
96.666667	22.719000	1.878000
97.000000	21.801000	1.510000
97.333333	20.939000	1.622000
97.666667	22.245000	1.603000
98.000000	20.897000	1.506000
98.333333	22.538000	1.783000
98.666667	20.186000	1.991000
99.000000	21.766000	1.569000
99.333333	21.198000	1.646000
99.666667	19.572000	1.814000
100.000000	21.418000	1.818000
100.333333	19.864000	1.654000
100.666667	21.253000	1.895000
101.000000	20.828000	1.645000
101.333333	21.427000	1.926000
101.666667	21.148000	1.444000
102.000000	21.298000	1.796000
102.333333	20.444000	1.694000
102.666667	21.976000	1.681000
103.000000	20.410000	1.968000
103.333333	21.634000	1.910000
103.666667	19.534000	1.739000
104.000000	22.124000	1.544000
104.333333	20.969000	1.605000
104.666667	20.827000	1.883000
105.000000	20.832000	1.518000
105.333333	20.035000	1.641000
105.666667	19.483000	1.475000
106.000000	20.593000	1.619000
106.333333	21.139000	1.684000
106.666667	19.573000	1.665000
107.000000	21.142000	1.678000
107.333333	22.016000	1.945000
107.666667	21.282000	1.724000
108.000000	21.095000	1.727000
108.333333	21.526000	1.588000
108.666667	20.866000	2.170000
109.000000	21.164000	1.793000
109.333333	20.712000	1.635000
109.666667	21.147000	1.589000
110.000000	22.407000	1.768000
110.333333	20.329000	1.717000
110.666667	21.456000	1.701000
111.000000	21.530000	1.727000
111.333333	20.973000	1.584000
111.666667	21.769000	1.669000
112.000000	22.200000	1.273000
112.333333	20.216000	2.035000
112.666667	20.965000	1.679000
113.000000	20.350000	1.796000
113.333333	20.141000	1.435000
113.666667	22.130000	1.785000
114.000000	20.937000	1.713000
114.333333	18.036000	1.585000
114.666667	20.866000	2.147000
115.000000	20.391000	1.856000
115.333333	21.264000	1.530000
115.666667	19.938000	1.795000
116.000000	19.557000	1.437000
116.333333	21.938000	1.800000
116.666667	20.137000	1.590000
117.000000	21.245000	1.651000
117.333333	20.640000	1.923000
117.666667	21.912000	1.476000
118.000000	22.749000	1.402000
118.333333	20.758000	1.030000
118.666667	20.558000	1.352000
119.000000	21.927000	1.935000
119.333333	20.284000	1.647000
119.666667	20.666000	2.051000
120.000000	20.008000	1.685000
120.333333	21.893000	1.969000
120.666667	21.589000	1.695000
121.000000	21.143000	1.656000
121.333333	19.619000	1.495000
121.666667	21.096000	1.600000
122.000000	21.343000	1.443000
122.333333	21.851000	1.845000
122.666667	20.038000	2.168000
123.000000	20.882000	1.724000
123.333333	21.871000	1.972000
123.666667	21.490000	1.563000
124.000000	20.204000	1.475000
124.333333	20.063000	1.624000
124.666667	20.249000	1.322000
125.000000	21.613000	1.897000
125.333333	20.474000	1.907000
125.666667	20.843000	1.465000
126.000000	19.466000	1.888000
126.333333	22.311000	1.806000
126.666667	20.247000	1.839000
127.000000	19.907000	1.472000
127.333333	20.217000	1.575000
127.666667	22.895000	1.702000
128.000000	21.823000	1.688000
128.333333	21.216000	2.115000
128.666667	21.084000	1.643000
129.000000	19.883000	2.010000
129.333333	21.624000	1.843000
129.666667	21.407000	1.724000
130.000000	21.981000	1.759000
130.333333	22.096000	1.571000
130.666667	19.414000	1.909000
131.000000	21.313000	1.774000
131.333333	19.638000	1.693000
131.666667	20.648000	1.230000
132.000000	21.348000	1.698000
132.333333	19.380000	1.838000
132.666667	19.830000	1.656000
133.000000	21.447000	1.804000
133.333333	21.372000	1.478000
133.666667	20.662000	2.001000
134.000000	22.206000	1.510000
134.333333	21.866000	1.947000
134.666667	20.597000	1.741000
135.000000	22.558000	1.839000
135.333333	20.618000	1.542000
135.666667	21.140000	1.567000
136.000000	20.346000	1.896000
136.333333	20.554000	1.976000
136.666667	21.166000	1.644000
137.000000	21.700000	1.783000
137.333333	21.518000	1.671000
137.666667	22.427000	1.789000
138.000000	19.898000	1.884000
138.333333	20.756000	2.196000
138.666667	20.264000	1.386000
139.000000	20.345000	1.700000
139.333333	21.449000	1.447000
139.666667	20.977000	1.641000
140.000000	21.535000	1.670000
140.333333	20.464000	1.862000
140.666667	21.067000	1.327000
141.000000	21.420000	1.724000
141.333333	21.004000	1.656000
141.666667	20.125000	1.939000
142.000000	20.168000	1.975000
142.333333	21.011000	1.995000
142.666667	20.154000	1.485000
143.000000	22.260000	1.857000
143.333333	21.775000	1.784000
143.666667	21.329000	1.751000
144.000000	20.775000	1.869000
144.333333	20.362000	1.388000
144.666667	21.483000	1.775000
145.000000	22.309000	1.651000
145.333333	20.756000	1.693000
145.666667	20.747000	1.531000
146.000000	21.599000	1.880000
146.333333	21.265000	1.598000
146.666667	22.030000	1.515000
147.000000	20.184000	1.848000
147.333333	20.461000	1.609000
147.666667	21.721000	1.782000
148.000000	20.458000	1.496000
148.333333	21.403000	2.025000
148.666667	20.714000	1.900000
149.000000	22.180000	1.521000
149.333333	20.884000	1.774000
149.666667	21.211000	2.163000
150.000000	20.499000	2.018000
150.333333	21.511000	1.974000
150.666667	21.526000	1.615000
151.000000	20.853000	1.845000
151.333333	19.762000	1.993000
151.666667	22.005000	1.406000
152.000000	21.465000	1.621000
152.333333	20.517000	1.702000
152.666667	20.058000	1.577000
153.000000	22.238000	1.657000
153.333333	21.494000	1.707000
153.666667	20.798000	1.728000
154.000000	21.916000	1.827000
154.333333	20.705000	1.684000
154.666667	21.737000	1.859000
155.000000	19.483000	1.630000
155.333333	21.278000	1.650000
155.666667	21.301000	1.897000
156.000000	19.448000	1.653000
156.333333	20.334000	1.677000
156.666667	21.139000	1.948000
157.000000	21.239000	1.707000
157.333333	21.432000	1.642000
157.666667	22.065000	1.888000
158.000000	20.391000	1.756000
158.333333	20.698000	1.879000
158.666667	20.786000	1.629000
159.000000	22.299000	1.583000
159.333333	21.602000	1.439000
159.666667	20.130000	1.674000
160.000000	20.687000	1.842000
160.333333	20.588000	1.990000
160.666667	20.532000	1.518000
161.000000	21.103000	1.640000
161.333333	21.398000	1.758000
161.666667	19.836000	1.644000
162.000000	20.768000	1.511000
162.333333	19.794000	1.950000
162.666667	21.018000	1.586000
163.000000	21.605000	1.950000
163.333333	21.249000	1.856000
163.666667	21.817000	1.956000
164.000000	22.192000	1.839000
164.333333	22.024000	1.678000
164.666667	20.188000	1.554000
165.000000	21.129000	1.852000
165.333333	21.104000	1.825000
165.666667	20.107000	1.621000
166.000000	20.761000	1.672000
166.333333	21.670000	1.709000
166.666667	21.419000	1.335000
167.000000	20.795000	1.592000
167.333333	22.478000	1.617000
167.666667	20.609000	2.356000
168.000000	19.089000	1.396000
168.333333	20.382000	1.433000
168.666667	22.219000	1.928000
169.000000	18.728000	1.742000
169.333333	20.355000	1.944000
169.666667	22.344000	2.113000
170.000000	20.488000	1.655000
170.333333	19.741000	2.054000
170.666667	21.666000	1.643000
171.000000	22.113000	2.157000
171.333333	19.392000	1.717000
171.666667	20.930000	1.668000
172.000000	20.749000	1.445000
172.333333	20.197000	1.537000
172.666667	20.098000	1.607000
173.000000	20.550000	1.526000
173.333333	19.874000	1.520000
173.666667	21.161000	1.432000
174.000000	22.959000	1.632000
174.333333	21.249000	1.631000
174.666667	20.658000	1.577000
175.000000	21.288000	1.790000
175.333333	23.088000	1.814000
175.666667	21.693000	1.606000
176.000000	21.714000	1.952000
176.333333	21.370000	1.458000
176.666667	21.953000	1.794000
177.000000	20.343000	1.673000
177.333333	21.969000	1.987000
177.666667	19.300000	1.635000
178.000000	22.199000	1.673000
178.333333	22.205000	1.782000
178.666667	20.913000	1.687000
179.000000	20.746000	1.415000
179.333333	20.773000	1.583000
179.666667	20.022000	1.720000
180.000000	20.360000	1.184000
180.333333	22.095000	1.856000
180.666667	20.871000	1.935000
181.000000	20.350000	1.480000
181.333333	21.546000	1.840000
181.666667	19.507000	1.914000
182.000000	20.434000	1.706000
182.333333	21.041000	1.622000
182.666667	21.098000	1.694000
183.000000	20.221000	1.514000
183.333333	21.946000	1.428000
183.666667	21.134000	1.937000
184.000000	20.602000	1.757000
184.333333	20.375000	1.985000
184.666667	20.482000	1.504000
185.000000	21.115000	1.407000
185.333333	20.975000	1.755000
185.666667	21.050000	1.978000
186.000000	19.919000	1.637000
186.333333	20.751000	1.698000
186.666667	21.610000	1.499000
187.000000	21.915000	1.626000
187.333333	20.262000	1.484000
187.666667	21.407000	1.782000
188.000000	21.419000	2.122000
188.333333	20.198000	1.936000
188.666667	18.723000	1.665000
189.000000	22.205000	1.969000
189.333333	20.904000	1.803000
189.666667	20.293000	1.666000
190.000000	21.656000	1.659000
190.333333	21.260000	1.791000
190.666667	21.119000	2.162000
191.000000	20.235000	1.810000
191.333333	21.097000	1.874000
191.666667	21.794000	1.610000
192.000000	21.587000	1.632000
192.333333	20.982000	1.357000
192.666667	22.277000	2.117000
193.000000	21.246000	1.801000
193.333333	20.670000	1.902000
193.666667	20.097000	1.488000
194.000000	20.762000	2.047000
194.333333	21.371000	1.876000
194.666667	21.398000	1.276000
195.000000	21.649000	1.746000
195.333333	20.285000	1.813000
195.666667	21.045000	1.702000
196.000000	20.443000	1.548000
196.333333	21.817000	1.928000
196.666667	21.572000	1.564000
197.000000	22.011000	1.689000
197.333333	20.876000	1.727000
197.666667	20.047000	1.743000
198.000000	20.751000	1.809000
198.333333	20.075000	1.204000
198.666667	20.048000	1.368000
199.000000	19.913000	1.519000
199.333333	21.884000	1.767000
199.666667	19.888000	1.604000
200.000000	19.659000	1.863000
200.333333	20.951000	1.506000
200.666667	20.323000	1.815000
201.000000	20.354000	1.824000
201.333333	21.927000	1.882000
201.666667	21.129000	1.621000
202.000000	21.722000	1.770000
202.333333	21.103000	1.586000
202.666667	22.100000	2.081000
203.000000	20.439000	1.812000
203.333333	21.534000	1.525000
203.666667	22.004000	1.319000
204.000000	20.855000	1.779000
204.333333	21.298000	1.838000
204.666667	21.467000	1.610000
205.000000	20.452000	1.804000
205.333333	20.925000	1.464000
205.666667	20.720000	1.795000
206.000000	21.319000	1.790000
206.333333	19.988000	1.618000
206.666667	22.194000	1.580000
207.000000	21.213000	1.634000
207.333333	21.518000	1.438000
207.666667	21.281000	1.935000
208.000000	20.999000	1.873000
208.333333	21.165000	1.852000
208.666667	21.665000	1.741000
209.000000	21.871000	1.779000
209.333333	20.569000	1.799000
209.666667	20.348000	1.701000
210.000000	20.844000	1.721000
210.333333	21.635000	1.363000
210.666667	21.087000	1.665000
211.000000	21.727000	1.946000
211.333333	20.302000	1.985000
211.666667	20.374000	2.258000
212.000000	20.543000	1.730000
212.333333	19.407000	1.591000
212.666667	21.811000	1.864000
213.000000	21.424000	1.644000
213.333333	22.314000	1.648000
213.666667	21.223000	1.983000
214.000000	20.580000	1.811000
214.333333	22.163000	1.695000
214.666667	21.809000	1.372000
215.000000	22.015000	1.960000
215.333333	20.238000	1.775000
215.666667	20.142000	1.699000
216.000000	20.944000	2.008000
216.333333	21.294000	1.472000
216.666667	21.356000	1.655000
217.000000	22.034000	1.687000
217.333333	19.833000	1.624000
217.666667	19.752000	1.726000
218.000000	22.437000	1.464000
218.333333	21.427000	1.952000
218.666667	19.684000	1.661000
219.000000	21.373000	1.600000
219.333333	21.320000	2.144000
219.666667	20.648000	1.759000
220.000000	21.426000	1.755000
220.333333	20.111000	1.581000
220.666667	20.849000	1.999000
221.000000	20.469000	1.727000
221.333333	19.797000	1.663000
221.666667	20.971000	1.492000
222.000000	21.630000	1.820000
222.333333	20.763000	1.501000
222.666667	21.267000	2.101000
223.000000	20.966000	1.266000
223.333333	20.122000	1.579000
223.666667	21.188000	1.705000
224.000000	20.320000	1.725000
224.333333	20.999000	1.408000
224.666667	20.658000	1.864000
225.000000	20.108000	1.850000
225.333333	20.598000	1.982000
225.666667	20.471000	1.627000
226.000000	20.463000	1.761000
226.333333	21.626000	1.345000
226.666667	21.706000	1.637000
227.000000	23.300000	1.886000
227.333333	20.157000	1.734000
227.666667	19.579000	1.652000
228.000000	21.107000	1.648000
228.333333	21.653000	1.490000
228.666667	22.009000	1.547000
229.000000	20.672000	1.759000
229.333333	20.582000	1.773000
229.666667	21.711000	1.799000
230.000000	21.195000	1.578000
230.333333	20.551000	1.975000
230.666667	20.600000	1.460000
231.000000	20.648000	1.588000
231.333333	21.254000	1.692000
231.666667	20.792000	1.438000
232.000000	20.834000	2.003000
232.333333	20.733000	1.765000
232.666667	21.883000	1.611000
233.000000	21.040000	1.765000
233.333333	21.136000	1.361000
233.666667	21.027000	1.545000
234.000000	21.433000	1.382000
234.333333	21.750000	1.663000
234.666667	19.941000	1.732000
235.000000	22.312000	1.569000
235.333333	20.425000	1.616000
235.666667	18.935000	1.838000
236.000000	20.529000	1.358000
236.333333	21.718000	1.935000
236.666667	18.931000	1.319000
237.000000	20.248000	1.660000
237.333333	22.655000	1.525000
237.666667	20.623000	1.913000
238.000000	22.520000	1.720000
238.333333	21.565000	1.536000
238.666667	19.961000	1.702000
239.000000	21.719000	1.685000
239.333333	20.444000	1.552000
239.666667	20.356000	1.949000
240.000000	20.846000	1.709000
240.333333	22.363000	1.529000
240.666667	20.890000	1.656000
241.000000	21.184000	2.032000
241.333333	20.776000	1.704000
241.666667	22.576000	1.866000
242.000000	22.011000	1.707000
242.333333	21.019000	1.621000
242.666667	22.103000	1.877000
243.000000	20.577000	1.777000
243.333333	22.694000	1.747000
243.666667	20.434000	1.932000
244.000000	20.299000	1.715000
244.333333	21.744000	1.823000
244.666667	21.415000	1.769000
245.000000	20.538000	1.868000
245.333333	21.891000	1.796000
245.666667	20.666000	1.667000
246.000000	21.406000	1.350000
246.333333	20.694000	2.030000
246.666667	20.598000	1.682000
247.000000	22.216000	1.873000
247.333333	19.631000	1.539000
247.666667	20.044000	1.940000
248.000000	21.427000	1.600000
248.333333	20.609000	1.586000
248.666667	20.934000	1.733000
249.000000	21.369000	1.572000
249.333333	20.516000	2.022000
249.666667	22.280000	1.414000
250.000000	21.092000	1.723000
250.333333	21.019000	1.613000
250.666667	20.106000	1.935000
251.000000	21.603000	1.604000
251.333333	20.317000	1.673000
251.666667	21.348000	1.933000
252.000000	20.430000	2.004000
252.333333	21.131000	1.757000
252.666667	21.523000	1.526000
253.000000	20.331000	1.408000
253.333333	21.427000	1.836000
253.666667	20.641000	1.507000
254.000000	20.427000	1.801000
254.333333	20.298000	1.437000
254.666667	21.318000	1.789000
255.000000	21.870000	1.650000
255.333333	22.388000	1.802000
255.666667	20.739000	1.482000
256.000000	20.291000	1.621000
256.333333	20.844000	1.330000
256.666667	19.765000	1.530000
257.000000	20.691000	1.394000
257.333333	21.580000	2.023000
257.666667	22.713000	1.446000
258.000000	19.340000	1.572000
258.333333	20.695000	1.870000
258.666667	20.639000	1.530000
259.000000	21.576000	1.639000
259.333333	21.575000	1.804000
259.666667	21.315000	1.797000
260.000000	21.103000	1.424000
260.333333	19.935000	1.791000
260.666667	20.265000	1.734000
261.000000	21.625000	1.479000
261.333333	21.533000	1.499000
261.666667	20.565000	1.503000
262.000000	19.228000	1.380000
262.333333	20.849000	1.698000
262.666667	20.596000	1.383000
263.000000	20.287000	1.623000
263.333333	21.950000	1.570000
263.666667	21.264000	1.312000
264.000000	21.312000	1.748000
264.333333	19.901000	1.831000
264.666667	20.621000	1.446000
265.000000	20.321000	1.468000
265.333333	20.715000	1.821000
265.666667	20.919000	1.518000
266.000000	20.337000	1.588000
266.333333	21.379000	1.590000
266.666667	22.447000	2.026000
267.000000	21.501000	1.360000
267.333333	20.016000	1.585000
267.666667	20.880000	1.710000
268.000000	22.560000	2.097000
268.333333	22.309000	1.716000
268.666667	21.066000	1.885000
269.000000	22.413000	1.786000
269.333333	23.016000	1.612000
269.666667	20.402000	1.231000
270.000000	20.297000	1.589000
270.333333	22.024000	1.912000
270.666667	20.075000	1.747000
271.000000	20.751000	1.788000
271.333333	21.769000	1.999000
271.666667	20.615000	1.632000
272.000000	20.457000	1.808000
272.333333	20.927000	1.179000
272.666667	20.058000	1.698000
273.000000	21.466000	1.888000
273.333333	20.190000	1.665000
273.666667	22.149000	1.541000
274.000000	21.148000	1.590000
274.333333	20.821000	1.692000
274.666667	22.364000	1.726000
275.000000	21.237000	1.600000
275.333333	22.438000	1.671000
275.666667	21.345000	1.649000
276.000000	21.774000	2.146000
276.333333	21.833000	1.703000
276.666667	20.058000	1.504000
277.000000	20.648000	1.975000
277.333333	21.870000	1.278000
277.666667	20.148000	1.560000
278.000000	19.936000	1.607000
278.333333	20.967000	1.665000
278.666667	21.131000	1.567000
279.000000	19.742000	1.461000
279.333333	22.014000	1.640000
279.666667	20.064000	1.638000
280.000000	21.968000	1.664000
280.333333	21.292000	1.855000
280.666667	20.593000	1.820000
281.000000	20.772000	1.594000
281.333333	21.517000	1.825000
281.666667	21.490000	1.739000
282.000000	21.016000	1.453000
282.333333	20.936000	1.907000
282.666667	20.106000	1.826000
283.000000	20.063000	1.516000
283.333333	21.471000	1.875000
283.666667	21.624000	1.320000
284.000000	20.689000	1.480000
284.333333	20.374000	1.765000
284.666667	21.740000	1.995000
285.000000	21.227000	1.694000
285.333333	21.963000	1.569000
285.666667	20.609000	1.750000
286.000000	20.569000	1.626000
286.333333	21.145000	1.497000
286.666667	19.626000	1.671000
287.000000	21.748000	1.691000
287.333333	20.469000	1.224000
287.666667	20.612000	1.961000
288.000000	20.702000	1.505000
288.333333	21.149000	1.939000
288.666667	20.540000	1.376000
289.000000	20.449000	1.632000
289.333333	20.558000	1.841000
289.666667	20.128000	1.568000
290.000000	21.440000	1.482000
290.333333	21.166000	1.725000
290.666667	21.492000	1.911000
291.000000	21.932000	1.437000
291.333333	20.544000	1.507000
291.666667	20.401000	1.688000
292.000000	20.987000	1.690000
292.333333	20.645000	1.673000
292.666667	20.798000	1.676000
293.000000	21.242000	1.697000
293.333333	21.506000	1.562000
293.666667	20.563000	1.599000
294.000000	19.941000	1.937000
294.333333	21.146000	1.552000
294.666667	20.749000	1.468000
295.000000	21.447000	1.786000
295.333333	22.076000	1.488000
295.666667	20.174000	1.773000
296.000000	19.478000	1.761000
296.333333	21.722000	1.407000
296.666667	20.202000	1.844000
297.000000	20.062000	1.517000
297.333333	21.413000	1.696000
297.666667	21.154000	1.854000
298.000000	20.482000	1.437000
298.333333	21.793000	1.614000
298.666667	20.664000	1.490000
299.000000	20.865000	1.508000
299.333333	21.058000	1.617000
299.666667	19.879000	1.503000
300.000000	22.781000	1.757000
300.333333	21.685000	1.640000
300.666667	20.624000	1.866000
301.000000	20.646000	1.810000
301.333333	20.867000	1.565000
301.666667	21.551000	1.849000
302.000000	21.443000	1.743000
302.333333	20.552000	1.748000
302.666667	21.218000	1.374000
303.000000	22.000000	1.920000
303.333333	21.642000	1.835000
303.666667	21.982000	1.774000
304.000000	19.948000	1.568000
304.333333	21.022000	1.711000
304.666667	20.734000	1.998000
305.000000	19.641000	1.962000
305.333333	23.016000	1.600000
305.666667	21.329000	1.664000
306.000000	20.363000	1.854000
306.333333	22.004000	1.471000
306.666667	21.113000	1.922000
307.000000	20.847000	1.412000
307.333333	20.203000	1.848000
307.666667	20.734000	1.637000
308.000000	21.496000	1.511000
308.333333	22.329000	1.759000
308.666667	20.861000	1.673000
309.000000	20.515000	1.576000
309.333333	21.284000	2.064000
309.666667	20.265000	1.711000
